date,ticker,daily_sentiment_score,news_count,signal
2026-03-03,TSLA,0.05960740740740741,27,neutral
2026-03-04,TSLA,0.03710892857142857,56,neutral
2026-03-05,TSLA,0.028296296296296295,27,neutral
2026-03-06,TSLA,0.005783333333333336,24,neutral
2026-03-07,TSLA,0.11135882352941176,17,bullish
2026-03-08,TSLA,0.14529999999999998,10,bullish
2026-03-09,TSLA,0.011429729729729736,37,neutral
2026-03-10,TSLA,0.18190731707317073,41,bullish
